"class","timestamp","bounding_box_coordinate_1","bounding_box_coordinate_2","bounding_box_coordinate_3","bounding_box_coordinate_4","confidence"
bird,"7299",421.8,913.13,558.96,1020.43,0.44
bird,"7299",777.06,903.33,863.67,997.85,0.42
bird,"7299",732.78,769.17,815.82,908.73,0.41
bird,"7299",168.07,907.74,335.55,991.44,0.4
bird,"7299",1678.38,856.05,1789.39,935.25,0.39
bird,"7299",1591.92,777.53,1662.28,868.55,0.38
bird,"7299",627.73,784.88,687.3,856.18,0.35
bird,"7299",119.57,935.37,185.45,1020.11,0.34
bird,"7299",810.78,766.38,964.93,902.3,0.33
bird,"7299",1887.41,973.94,1919.31,1064.99,0.32
bird,"7299",656.37,720.29,783.07,786.7,0.3
bird,"7299",1222.0,784.45,1344.29,898.13,0.3
bird,"7341",418.06,912.17,546.37,1019.38,0.54
bird,"7341",604.59,977.8,719.15,1076.77,0.53
bird,"7341",1520.92,838.77,1590.01,945.41,0.52
bird,"7341",1356.8,860.62,1473.14,963.02,0.5
bird,"7341",1589.66,777.0,1652.93,873.52,0.47
bird,"7341",1005.35,872.75,1143.52,1014.16,0.46
bird,"7341",166.7,910.58,328.31,994.18,0.44
bird,"7341",11.61,796.02,135.97,880.23,0.39
bird,"7341",1224.79,782.86,1342.43,900.23,0.38
bird,"7341",726.46,777.03,804.83,909.62,0.37
bird,"7341",1883.8,976.1,1919.14,1066.25,0.35
bird,"7341",774.71,903.89,861.65,999.0,0.34
bird,"7341",1673.87,853.33,1776.78,937.31,0.32
bird,"7341",814.01,784.4,953.73,906.7,0.3
bird,"7341",1721.98,790.78,1817.85,882.01,0.28
bird,"7341",626.99,785.16,684.66,853.6,0.27
bird,"7341",84.39,763.03,185.48,831.34,0.25
bird,"7382",414.44,906.85,539.38,1023.92,0.59
bird,"7382",1355.03,854.19,1481.11,959.18,0.55
bird,"7382",603.62,974.37,714.31,1077.17,0.54
bird,"7382",1590.38,774.86,1653.43,873.54,0.51
bird,"7382",1528.42,833.16,1597.21,949.83,0.47
bird,"7382",167.19,909.12,327.02,991.77,0.45
bird,"7382",722.27,770.57,795.31,908.29,0.45
bird,"7382",11.82,795.51,136.77,876.03,0.45
bird,"7382",1008.17,868.89,1143.43,1010.79,0.44
bird,"7382",1673.91,850.0,1765.3,932.77,0.4
bird,"7382",1726.5,794.41,1819.34,873.37,0.38
bird,"7382",1884.23,971.52,1919.09,1064.05,0.36
bird,"7382",771.15,892.51,860.84,994.66,0.36
bird,"7382",1225.32,784.01,1337.67,896.88,0.35
bird,"7382",840.84,820.01,950.37,902.66,0.34
bird,"7382",904.08,720.18,963.31,799.91,0.31
bird,"7382",1489.91,728.52,1575.51,815.71,0.29
bird,"7382",1648.76,736.21,1751.13,832.47,0.26
bird,"7424",1352.51,860.82,1474.03,963.02,0.61
bird,"7424",403.51,913.13,524.58,1020.71,0.57
bird,"7424",594.54,976.69,707.3,1077.78,0.5
bird,"7424",1531.45,843.96,1596.31,952.26,0.49
bird,"7424",1004.81,863.93,1144.66,1012.46,0.48
bird,"7424",1586.85,775.05,1649.81,877.03,0.45
bird,"7424",360.82,442.45,528.82,523.68,0.44
bird,"7424",841.13,820.01,932.28,907.35,0.42
bird,"7424",1660.73,858.03,1745.76,937.81,0.38
bird,"7424",768.54,895.55,855.39,996.99,0.37
bird,"7424",1226.11,777.92,1327.84,899.59,0.36
bird,"7424",163.65,911.93,323.24,995.24,0.36
bird,"7424",1721.36,795.25,1814.65,877.62,0.35
bird,"7424",7.18,796.06,129.4,877.95,0.35
bird,"7424",711.61,769.38,803.35,914.89,0.34
bird,"7424",1872.33,975.38,1919.02,1064.54,0.33
bird,"7424",1479.31,732.6,1574.84,817.57,0.26
bird,"7424",502.2,867.69,641.41,944.39,0.25
bird,"7466",1356.22,857.07,1479.38,957.2,0.71
bird,"7466",397.51,912.56,519.35,1018.8,0.67
bird,"7466",384.43,402.08,522.02,533.14,0.63
bird,"7466",1539.38,846.23,1606.37,948.78,0.62
bird,"7466",588.04,975.2,697.34,1078.54,0.59
bird,"7466",1873.56,965.24,1918.88,1061.67,0.48
bird,"7466",1589.02,777.97,1649.94,871.12,0.46
bird,"7466",1723.14,799.62,1808.28,867.59,0.43
bird,"7466",1008.69,866.16,1146.74,1008.11,0.41
bird,"7466",158.28,909.36,316.44,984.17,0.4
bird,"7466",1472.92,726.74,1571.64,814.41,0.4
bird,"7466",1646.07,858.31,1752.46,936.83,0.39
bird,"7466",210.84,834.89,336.67,921.59,0.37
bird,"7466",505.51,863.37,640.81,939.09,0.36
bird,"7466",9.53,792.49,127.38,874.21,0.36
bird,"7466",774.52,891.85,856.18,990.93,0.32
bird,"7466",839.62,823.86,918.34,901.75,0.32
bird,"7466",105.62,935.4,184.45,1029.12,0.31
bird,"7466",1309.56,767.97,1409.9,856.26,0.31
bird,"7466",1232.5,785.77,1323.92,891.02,0.31
bird,"7466",932.39,574.21,973.08,638.75,0.29
bird,"7507",271.49,413.42,512.35,541.45,0.77
bird,"7507",1355.63,857.75,1484.16,958.14,0.64
bird,"7507",392.68,917.24,514.16,1019.98,0.62
bird,"7507",579.46,978.49,690.48,1078.75,0.53
bird,"7507",1546.84,852.65,1614.34,963.36,0.45
bird,"7507",1010.78,868.58,1145.3,1009.62,0.43
bird,"7507",1461.71,727.9,1567.43,819.03,0.41
bird,"7507",1880.43,977.19,1918.75,1065.05,0.4
bird,"7507",8.19,796.77,127.83,878.0,0.38
bird,"7507",780.79,893.32,857.1,993.88,0.37
bird,"7507",504.45,866.72,642.98,941.69,0.36
bird,"7507",848.95,826.6,916.84,904.91,0.35
bird,"7507",661.44,681.37,798.19,772.94,0.27
bird,"7507",706.73,804.04,768.61,920.21,0.27
bird,"7507",1308.45,767.01,1396.83,857.97,0.27
bird,"7507",1585.77,777.17,1650.42,875.54,0.26
bird,"7507",1675.24,848.37,1737.24,935.44,0.25
bird,"751",730.02,842.31,837.74,924.99,0.67
bird,"751",894.13,762.52,986.91,870.35,0.64
bird,"751",834.93,883.89,954.76,958.78,0.63
bird,"751",546.43,793.19,651.05,874.97,0.62
bird,"751",327.07,874.45,454.82,971.31,0.6
bird,"751",466.96,889.11,552.03,966.19,0.59
bird,"751",1521.62,817.26,1587.13,894.39,0.56
bird,"751",162.99,601.46,249.17,676.01,0.53
bird,"751",0.07,754.78,139.27,835.04,0.53
bird,"751",242.98,873.9,310.42,962.97,0.52
bird,"751",1443.74,746.64,1548.15,818.26,0.51
bird,"751",1721.83,883.69,1795.76,957.97,0.48
bird,"751",1005.95,906.19,1147.51,1000.31,0.47
bird,"751",340.39,636.31,468.87,707.1,0.47
bird,"751",1809.65,965.65,1920.0,1055.21,0.46
bird,"751",1668.74,998.42,1846.45,1080.0,0.46
bird,"751",677.9,804.82,760.49,874.83,0.44
bird,"751",1500.91,644.75,1554.09,725.92,0.38
bird,"751",984.15,822.52,1048.09,891.69,0.38
bird,"751",767.14,656.16,827.68,735.35,0.35
bird,"751",444.58,821.34,514.92,896.25,0.34
bird,"751",170.21,817.19,305.57,899.65,0.31
bird,"751",1188.68,806.92,1338.98,916.98,0.31
bird,"751",831.34,703.82,886.62,788.7,0.31
bird,"751",1830.29,723.54,1918.89,815.88,0.31
bird,"751",525.54,695.08,612.28,778.51,0.31
bird,"751",88.1,793.5,238.0,885.74,0.28
bird,"751",369.53,731.33,518.54,801.72,0.28
bird,"7549",385.24,918.76,504.51,1020.22,0.67
bird,"7549",1353.98,854.68,1472.17,954.44,0.62
bird,"7549",566.75,978.72,686.59,1077.88,0.62
bird,"7549",215.67,487.25,402.01,550.22,0.58
bird,"7549",1009.26,860.75,1138.97,1009.4,0.54
bird,"7549",98.25,938.38,178.56,1028.66,0.51
bird,"7549",3.39,796.79,120.9,874.98,0.46
bird,"7549",1550.31,848.33,1621.84,967.13,0.45
bird,"7549",842.15,824.04,905.73,906.99,0.42
bird,"7549",1458.15,730.87,1566.44,816.24,0.42
bird,"7549",775.54,891.21,853.87,992.04,0.42
bird,"7549",496.67,864.67,632.87,931.46,0.41
bird,"7549",1874.4,972.46,1918.83,1062.47,0.4
bird,"7549",1235.81,786.88,1303.05,894.77,0.39
bird,"7549",171.48,909.31,274.19,981.9,0.36
bird,"7549",1301.4,761.1,1382.84,852.86,0.34
bird,"7549",507.11,626.72,610.01,693.66,0.3
bird,"7549",386.01,686.06,443.92,765.69,0.29
bird,"7549",1713.89,785.39,1808.42,877.7,0.28
bird,"7549",490.28,824.44,556.2,893.79,0.27
bird,"7591",1343.54,850.77,1473.43,959.56,0.66
bird,"7591",383.62,917.31,499.44,1020.26,0.62
bird,"7591",563.84,982.59,687.15,1078.19,0.6
bird,"7591",1010.77,856.91,1140.71,1008.01,0.56
bird,"7591",243.34,481.52,398.6,574.54,0.48
bird,"7591",776.04,892.29,854.72,991.38,0.47
bird,"7591",197.35,471.16,307.62,532.94,0.46
bird,"7591",1560.37,849.95,1629.94,963.08,0.42
bird,"7591",94.99,938.38,181.63,1027.73,0.41
bird,"7591",845.56,825.19,905.11,905.7,0.41
bird,"7591",497.31,865.18,636.23,933.81,0.4
bird,"7591",1238.58,792.44,1307.99,891.74,0.36
bird,"7591",1873.18,972.68,1918.97,1060.96,0.35
bird,"7591",665.5,697.55,792.54,770.98,0.32
bird,"7591",3.3,792.16,116.22,872.88,0.31
bird,"7591",1296.96,765.08,1381.99,851.94,0.28
bird,"7591",1453.66,732.23,1567.08,817.49,0.27
bird,"7591",488.38,826.24,553.66,893.0,0.26
bird,"7591",136.91,906.47,284.79,978.19,0.26
bird,"7591",1112.59,815.67,1198.46,909.31,0.26
bird,"7633",211.56,409.31,394.92,591.95,0.8
bird,"7633",1339.17,840.69,1462.61,960.0,0.63
bird,"7633",1007.12,857.83,1136.56,1011.9,0.53
bird,"7633",557.37,979.68,681.81,1080.0,0.53
bird,"7633",1562.73,856.48,1630.62,967.72,0.48
bird,"7633",377.33,919.13,488.81,1024.7,0.47
bird,"7633",844.76,824.29,903.87,907.95,0.42
bird,"7633",776.9,901.16,851.83,992.52,0.41
bird,"7633",92.27,940.28,180.55,1032.17,0.4
bird,"7633",495.7,865.69,634.94,936.51,0.39
bird,"7633",685.46,833.22,745.55,930.07,0.3
bird,"7633",1083.32,801.2,1202.46,916.04,0.29
bird,"7633",4.3,794.02,115.79,872.82,0.27
bird,"7633",1239.87,792.27,1309.63,894.17,0.27
bird,"7633",667.71,691.18,785.51,775.89,0.27
bird,"7674",87.68,472.15,331.65,604.78,0.78
bird,"7674",1340.73,837.19,1466.28,959.7,0.64
bird,"7674",371.8,918.29,478.4,1024.81,0.63
bird,"7674",1565.59,862.19,1631.4,979.53,0.54
bird,"7674",91.06,943.54,172.96,1032.51,0.51
bird,"7674",1005.85,862.8,1137.59,1012.16,0.49
bird,"7674",554.6,978.71,677.28,1080.0,0.48
bird,"7674",775.63,893.16,850.02,993.56,0.47
bird,"7674",845.09,829.9,904.9,907.05,0.42
bird,"7674",676.52,831.22,735.67,931.11,0.4
bird,"7674",1711.59,790.13,1801.09,874.37,0.4
bird,"7674",10.42,795.42,104.25,874.08,0.37
bird,"7674",498.11,868.55,631.89,935.69,0.36
bird,"7674",479.88,828.12,551.34,898.64,0.35
bird,"7674",731.44,609.74,836.4,707.09,0.35
bird,"7674",161.33,905.76,263.37,982.36,0.34
bird,"7674",1440.31,733.97,1563.5,821.5,0.31
bird,"7674",1092.3,809.0,1220.42,915.57,0.31
bird,"7674",1243.15,802.06,1315.52,897.32,0.29
bird,"7674",316.78,754.65,416.87,868.5,0.28
bird,"7674",1864.51,975.59,1919.72,1068.4,0.27
bird,"7674",1464.13,474.85,1528.3,524.88,0.27
bird,"7674",366.99,688.64,441.54,776.47,0.25
bird,"7716",364.96,922.71,472.02,1023.92,0.58
bird,"7716",549.0,980.21,680.6,1080.0,0.57
bird,"7716",1563.35,870.17,1632.15,983.99,0.55
bird,"7716",71.56,525.5,261.16,619.62,0.51
bird,"7716",1335.09,834.04,1456.55,960.09,0.51
bird,"7716",771.77,889.89,845.22,993.08,0.49
bird,"7716",1702.22,788.21,1797.09,875.32,0.47
bird,"7716",1000.87,859.46,1130.93,1012.94,0.47
bird,"7716",671.7,833.85,730.93,933.74,0.42
bird,"7716",85.63,946.87,166.71,1029.77,0.41
bird,"7716",843.53,835.16,906.37,906.86,0.4
bird,"7716",1860.71,975.62,1919.63,1070.41,0.36
bird,"7716",498.44,865.52,628.35,935.35,0.35
bird,"7716",4.62,802.13,95.68,872.85,0.31
bird,"7716",667.77,691.34,762.41,771.89,0.31
bird,"7716",1102.06,809.99,1220.86,912.46,0.31
bird,"7716",727.43,611.32,832.64,703.4,0.3
bird,"7758",362.87,922.52,463.67,1023.58,0.56
bird,"7758",775.13,886.83,850.5,991.55,0.52
bird,"7758",1570.31,867.84,1638.63,983.26,0.5
bird,"7758",674.43,836.33,731.61,936.68,0.5
bird,"7758",549.8,992.14,672.15,1080.0,0.48
bird,"7758",1001.52,863.37,1126.74,1011.95,0.44
bird,"7758",1342.95,835.51,1461.21,956.39,0.43
bird,"7758",1698.58,787.04,1799.71,873.17,0.41
bird,"7758",65.37,528.61,285.32,632.86,0.39
bird,"7758",54.37,515.96,158.46,576.81,0.38
bird,"7758",501.4,864.37,629.95,936.02,0.38
bird,"7758",1860.24,972.65,1919.67,1066.24,0.35
bird,"7758",842.69,834.62,916.36,905.72,0.35
bird,"7758",86.65,946.35,168.41,1029.14,0.33
bird,"7758",0.32,792.89,110.1,872.57,0.32
bird,"7758",1110.19,796.66,1227.6,910.82,0.3
bird,"7758",149.2,903.92,265.73,980.89,0.29
bird,"7758",729.02,610.96,829.55,699.64,0.28
bird,"7758",672.26,690.04,760.39,775.16,0.28
bird,"7799",40.89,490.42,252.96,641.06,0.74
bird,"7799",272.2,352.4,383.54,452.2,0.74
bird,"7799",1572.2,874.97,1640.74,990.71,0.66
bird,"7799",357.86,924.58,455.83,1027.48,0.56
bird,"7799",1854.46,977.13,1920.0,1069.72,0.52
bird,"7799",997.65,877.07,1120.16,1014.62,0.49
bird,"7799",1340.48,836.64,1462.37,960.02,0.49
bird,"7799",773.3,891.15,851.14,990.22,0.44
bird,"7799",1.05,797.02,125.05,877.2,0.44
bird,"7799",1699.15,797.2,1797.51,877.11,0.43
bird,"7799",546.17,1002.25,670.27,1080.0,0.42
bird,"7799",496.56,862.6,625.73,936.16,0.42
bird,"7799",841.06,835.77,919.09,911.49,0.4
bird,"7799",674.63,694.38,753.2,780.26,0.35
bird,"7799",1132.42,812.26,1227.89,915.96,0.32
bird,"7799",74.41,946.59,163.96,1033.84,0.3
bird,"7799",730.57,629.37,824.92,705.55,0.29
bird,"7799",880.63,729.4,944.38,802.38,0.27
bird,"7799",922.65,585.32,967.54,644.67,0.25
bird,"7841",1571.76,876.91,1640.89,993.94,0.62
bird,"7841",194.84,313.04,324.95,374.93,0.59
bird,"7841",545.16,997.11,657.68,1080.0,0.56
bird,"7841",1845.28,973.64,1919.63,1072.68,0.55
bird,"7841",342.97,923.61,445.01,1035.04,0.53
bird,"7841",987.33,884.47,1115.56,1011.39,0.52
bird,"7841",0.0,787.09,126.83,876.64,0.49
bird,"7841",1339.87,836.77,1457.41,956.7,0.48
bird,"7841",1698.82,804.27,1797.0,876.34,0.47
bird,"7841",770.3,889.6,858.67,988.82,0.43
bird,"7841",491.86,860.36,624.3,934.34,0.43
bird,"7841",841.09,833.78,918.32,910.84,0.4
bird,"7841",71.47,944.26,160.56,1033.34,0.4
bird,"7841",674.49,693.1,747.33,780.13,0.37
bird,"7841",1151.17,831.3,1227.12,913.92,0.34
bird,"7841",1604.66,781.15,1677.73,880.02,0.31
bird,"7841",1394.1,728.54,1466.3,854.07,0.28
bird,"7841",657.16,838.75,718.88,940.93,0.27
bird,"7841",51.03,584.87,170.03,667.43,0.27
bird,"7841",1269.09,825.99,1341.55,905.03,0.26
bird,"7841",923.48,587.27,966.71,645.41,0.26
bird,"7883",1575.29,882.34,1642.28,995.19,0.64
bird,"7883",981.62,885.28,1112.01,1013.11,0.55
bird,"7883",336.66,929.99,432.23,1041.29,0.49
bird,"7883",0.0,789.89,125.14,877.07,0.48
bird,"7883",0.19,581.48,120.88,751.03,0.46
bird,"7883",766.53,892.63,863.84,994.28,0.45
bird,"7883",1700.96,807.68,1800.17,880.12,0.44
bird,"7883",495.97,864.85,626.65,934.89,0.4
bird,"7883",543.1,998.51,650.99,1080.0,0.37
bird,"7883",1837.39,986.29,1919.92,1077.23,0.37
bird,"7883",1339.51,840.84,1461.5,960.17,0.36
bird,"7883",840.68,836.75,911.76,914.52,0.36
bird,"7883",675.03,695.37,734.47,781.95,0.34
bird,"7883",710.7,613.02,807.06,704.25,0.33
bird,"7883",646.98,850.25,713.43,948.16,0.29
bird,"7883",1160.67,825.68,1228.26,924.02,0.26
bird,"7883",1610.89,801.54,1680.52,885.75,0.25
bird,"792",730.2,840.17,843.06,925.84,0.69
bird,"792",545.31,796.57,649.48,874.54,0.67
bird,"792",893.66,760.88,987.52,871.52,0.64
bird,"792",470.37,888.89,556.1,968.74,0.61
bird,"792",834.19,885.97,947.29,960.95,0.6
bird,"792",1666.9,997.73,1856.53,1080.0,0.57
bird,"792",324.97,875.17,455.83,968.28,0.56
bird,"792",155.77,604.06,240.84,676.37,0.54
bird,"792",0.0,757.41,134.66,834.88,0.52
bird,"792",244.77,871.82,310.93,964.67,0.52
bird,"792",1816.73,963.49,1920.0,1058.22,0.51
bird,"792",1522.32,816.11,1584.36,891.09,0.5
bird,"792",383.32,729.38,520.94,808.12,0.48
bird,"792",678.63,801.99,767.13,879.6,0.48
bird,"792",1008.57,905.51,1148.22,1001.16,0.46
bird,"792",1439.75,747.22,1546.44,818.86,0.42
bird,"792",767.35,656.19,827.43,734.85,0.4
bird,"792",1718.66,886.52,1798.8,958.57,0.4
bird,"792",1189.27,808.05,1338.43,916.21,0.37
bird,"792",983.75,818.92,1048.2,889.99,0.37
bird,"792",331.89,637.4,466.56,706.32,0.35
bird,"792",1504.18,650.85,1558.86,727.53,0.34
bird,"792",442.8,820.81,524.54,899.55,0.34
bird,"792",833.08,711.44,892.09,790.71,0.31
bird,"792",150.95,814.44,309.01,900.01,0.28
bird,"792",952.67,734.76,1092.13,806.81,0.28
bird,"7925",327.23,936.19,429.84,1041.71,0.64
bird,"7925",1574.17,884.53,1639.93,999.9,0.63
bird,"7925",47.79,307.37,211.62,396.32,0.59
bird,"7925",1828.43,986.55,1920.0,1073.6,0.53
bird,"7925",973.61,880.34,1106.09,1018.84,0.52
bird,"7925",1340.58,840.95,1457.48,961.6,0.47
bird,"7925",0.0,794.38,117.47,877.2,0.47
bird,"7925",761.53,892.64,863.58,994.98,0.42
bird,"7925",2.51,569.6,138.22,680.29,0.41
bird,"7925",492.69,863.14,629.87,935.26,0.37
bird,"7925",1699.53,804.37,1806.02,880.44,0.35
bird,"7925",695.72,605.38,792.5,700.59,0.34
bird,"7925",536.46,1002.46,638.29,1080.0,0.31
bird,"7925",675.36,694.38,726.21,784.13,0.3
bird,"7925",636.77,855.54,708.72,949.63,0.29
bird,"7925",835.58,839.2,904.37,915.48,0.27
bird,"7925",69.13,944.78,166.54,1036.97,0.27
bird,"7925",1158.87,830.49,1228.27,926.02,0.26
bird,"7925",1619.99,793.75,1690.15,891.72,0.26
bird,"7966",1572.57,889.37,1644.02,1006.68,0.62
bird,"7966",969.37,882.79,1102.48,1023.61,0.57
bird,"7966",1822.36,985.53,1919.29,1074.78,0.55
bird,"7966",322.36,940.14,426.44,1047.17,0.54
bird,"7966",1345.36,846.86,1463.69,966.52,0.49
bird,"7966",1702.67,803.61,1810.17,884.42,0.41
bird,"7966",756.72,896.23,861.2,995.06,0.39
bird,"7966",0.83,795.11,105.69,877.59,0.38
bird,"7966",1158.91,833.37,1225.68,928.56,0.34
bird,"7966",827.95,843.5,910.07,915.09,0.32
bird,"7966",628.38,853.88,702.28,951.99,0.31
bird,"7966",526.85,1000.84,629.24,1079.61,0.28
bird,"7966",696.55,610.29,793.68,698.96,0.28
bird,"8008",1568.41,895.91,1641.46,1008.47,0.62
bird,"8008",960.03,889.01,1095.78,1025.15,0.62
bird,"8008",1813.77,988.2,1918.56,1078.35,0.6
bird,"8008",740.58,899.02,855.57,1002.67,0.48
bird,"8008",1156.64,832.43,1220.29,939.81,0.47
bird,"8008",823.23,844.7,912.81,917.59,0.47
bird,"8008",1343.04,853.6,1460.41,965.79,0.47
bird,"8008",312.65,949.36,419.92,1045.48,0.4
bird,"8008",695.96,595.52,794.44,691.8,0.35
bird,"8008",492.08,862.38,623.5,935.79,0.33
bird,"8008",55.61,956.0,156.9,1041.07,0.33
bird,"8008",3.85,795.7,93.53,878.35,0.31
bird,"8008",1697.32,804.31,1794.87,885.33,0.28
bird,"8008",521.3,1010.92,615.79,1080.0,0.26
bird,"8050",1800.71,993.93,1920.0,1080.0,0.66
bird,"8050",1476.54,319.28,1595.9,462.58,0.6
bird,"8050",1561.17,903.9,1636.59,1006.91,0.57
bird,"8050",820.97,844.64,906.33,921.44,0.52
bird,"8050",950.15,896.9,1084.69,1025.38,0.5
bird,"8050",1340.13,864.29,1450.25,966.05,0.45
bird,"8050",725.61,908.69,844.01,1000.19,0.44
bird,"8050",1150.89,838.83,1215.26,936.99,0.42
bird,"8050",52.81,957.16,149.0,1044.62,0.37
bird,"8050",692.1,596.61,787.87,693.25,0.35
bird,"8050",292.93,955.1,417.28,1049.77,0.34
bird,"8050",675.08,702.13,725.68,790.19,0.33
bird,"8050",0.0,799.12,86.81,876.76,0.31
bird,"8050",1367.85,758.99,1455.96,863.63,0.31
bird,"8050",483.36,862.23,607.26,936.97,0.31
bird,"8050",81.03,836.2,180.74,918.42,0.31
bird,"8050",601.71,869.46,692.75,968.28,0.3
bird,"8050",1701.36,810.63,1774.12,890.35,0.29
bird,"8091",1561.61,903.63,1634.96,1011.85,0.62
bird,"8091",1798.77,997.34,1916.62,1079.03,0.54
bird,"8091",727.61,908.65,857.32,997.71,0.51
bird,"8091",944.51,897.32,1068.62,1025.69,0.47
bird,"8091",1360.15,762.29,1447.53,865.07,0.41
bird,"8091",682.8,603.57,792.05,698.39,0.38
bird,"8091",1340.87,859.78,1445.9,962.35,0.37
bird,"8091",52.9,955.89,144.29,1047.2,0.36
bird,"8091",1149.25,838.55,1213.35,940.31,0.34
bird,"8091",597.12,882.04,687.43,964.59,0.33
bird,"8091",0.0,798.19,85.86,875.66,0.31
bird,"8091",820.04,846.06,902.84,918.99,0.31
bird,"8091",681.44,705.5,731.71,787.67,0.3
bird,"8091",285.88,922.05,418.59,1050.81,0.28
bird,"8091",487.61,864.07,604.92,932.64,0.28
bird,"8091",78.81,893.84,233.62,990.31,0.27
bird,"8091",658.01,364.22,737.42,535.4,0.26
bird,"8133",1791.55,1002.39,1900.05,1080.0,0.62
bird,"8133",1437.06,294.64,1568.84,435.99,0.58
bird,"8133",1547.15,916.06,1634.44,1015.81,0.53
bird,"8133",717.37,803.09,829.2,1005.41,0.44
bird,"8133",1339.87,857.46,1438.7,963.53,0.37
bird,"8133",668.85,600.23,788.51,699.05,0.37
bird,"8133",934.71,903.62,1052.08,1027.26,0.35
bird,"8133",1353.06,762.85,1440.96,866.27,0.33
bird,"8133",36.71,958.14,140.49,1054.91,0.32
bird,"8133",66.58,886.04,243.52,996.86,0.31
bird,"8133",1138.11,845.43,1209.96,949.08,0.31
bird,"8133",670.09,363.57,730.77,525.27,0.3
bird,"8133",478.73,861.13,603.37,942.72,0.29
bird,"8133",577.11,881.34,681.0,973.19,0.28
bird,"8133",1472.77,661.32,1530.89,725.39,0.26
bird,"8133",396.87,643.39,546.8,718.93,0.25
bird,"8175",1777.48,1002.67,1888.1,1079.95,0.58
bird,"8175",1547.8,921.72,1644.63,1020.5,0.46
bird,"8175",667.98,363.7,727.5,511.14,0.41
bird,"8175",927.04,916.78,1045.11,1028.77,0.4
bird,"8175",1337.28,861.4,1434.17,964.43,0.4
bird,"8175",680.37,714.4,736.7,792.64,0.35
bird,"8175",1465.39,665.68,1521.87,726.89,0.28
bird,"8175",1123.02,843.53,1224.24,948.19,0.28
bird,"8175",1319.8,671.59,1377.62,741.88,0.27
bird,"8175",723.79,597.95,786.66,675.56,0.27
bird,"8175",703.27,863.31,812.72,979.46,0.27
bird,"8175",1276.5,835.75,1338.33,922.02,0.26
bird,"8175",846.19,690.26,923.13,803.88,0.26
bird,"8175",670.16,606.28,784.51,689.83,0.25
bird,"8217",1537.8,826.97,1603.07,1027.2,0.7
bird,"8217",911.3,921.91,1029.96,1045.27,0.59
bird,"8217",1329.89,847.36,1423.65,967.46,0.47
bird,"8217",801.33,505.54,927.26,618.29,0.46
bird,"8217",1764.27,1008.23,1868.34,1080.0,0.44
bird,"8217",1453.79,668.22,1511.91,732.36,0.39
bird,"8217",673.37,720.39,728.03,795.11,0.39
bird,"8217",1115.91,846.93,1188.51,954.55,0.38
bird,"8217",530.71,662.76,643.69,752.06,0.37
bird,"8217",458.28,860.04,550.34,944.36,0.33
bird,"8217",655.1,601.33,779.04,696.58,0.32
bird,"8217",1395.75,330.8,1495.79,402.98,0.3
bird,"8217",1639.79,825.29,1713.77,927.58,0.28
bird,"8217",660.54,363.15,716.23,508.66,0.27
bird,"8217",743.26,673.8,885.33,783.54,0.27
bird,"8217",7.62,971.8,125.33,1057.19,0.27
bird,"8217",903.79,602.74,957.55,659.19,0.25
bird,"8258",1463.5,877.29,1625.64,995.17,0.56
bird,"8258",653.96,360.22,710.34,508.05,0.49
bird,"8258",1751.34,1000.61,1853.63,1080.0,0.47
bird,"8258",508.11,625.16,628.3,744.17,0.47
bird,"8258",791.7,464.57,897.04,564.68,0.4
bird,"8258",898.53,919.31,1016.39,1035.19,0.4
bird,"8258",272.35,578.53,394.97,737.44,0.39
bird,"8258",437.37,807.22,574.19,955.27,0.34
bird,"8258",1706.53,765.92,1772.18,896.16,0.32
bird,"8258",9.26,959.54,132.54,1054.31,0.31
bird,"8258",1427.71,357.96,1550.27,530.59,0.29
bird,"8258",1146.62,367.68,1285.54,502.93,0.28
bird,"8258",55.9,906.73,203.85,989.37,0.28
bird,"8258",1628.32,831.48,1721.15,922.35,0.27
bird,"8258",993.17,716.23,1147.73,865.91,0.25
bird,"8258",1450.59,666.62,1505.62,729.31,0.25
bird,"8258",1324.17,868.43,1416.76,964.3,0.25
bird,"83",1781.55,938.46,1907.51,1054.12,0.66
bird,"83",754.69,838.73,823.95,923.36,0.63
bird,"83",479.24,874.2,582.1,955.64,0.58
bird,"83",1501.03,821.22,1570.88,899.73,0.57
bird,"83",850.63,876.29,973.15,956.04,0.57
bird,"83",1700.38,881.31,1773.58,959.56,0.55
bird,"83",393.95,861.96,464.37,955.86,0.54
bird,"83",383.46,735.59,493.19,811.04,0.53
bird,"83",1015.24,895.0,1150.83,1002.09,0.52
bird,"83",258.48,872.3,348.41,947.71,0.52
bird,"83",1675.64,708.78,1727.78,786.86,0.51
bird,"83",692.95,796.62,756.14,873.09,0.48
bird,"83",1629.27,1018.29,1806.69,1080.0,0.48
bird,"83",812.65,703.27,934.05,791.87,0.47
bird,"83",1479.56,743.88,1568.24,808.18,0.45
bird,"83",1795.54,719.22,1920.0,813.15,0.45
bird,"83",23.71,799.26,155.2,887.26,0.44
bird,"83",1192.81,829.77,1349.94,920.6,0.41
bird,"83",516.08,717.29,592.6,778.67,0.41
bird,"83",975.53,820.11,1050.92,890.9,0.37
bird,"83",1457.94,612.03,1500.61,685.56,0.36
bird,"83",654.37,714.98,769.21,789.25,0.35
bird,"83",960.16,746.0,1070.26,832.32,0.32
bird,"83",1497.31,431.12,1559.31,465.04,0.32
bird,"83",1539.27,611.22,1588.81,689.04,0.32
bird,"83",178.91,820.33,306.91,897.75,0.32
